Well_Name,Zone_Name,Depth,Top_Depth,Bottom_Depth,Porosity,Sw,Permeability,Vshale,Distance_to_OWC,Reservoir_Pressure,TVD_Depth,Is_Perforated,Initial_Rate,Production_Class
24P,5.2L_260,3140.3344,3140.2582,3140.4106,0.0825,1.0,,0.3064,0,,,False,,
24P,5.2L_260,3140.4868,3140.4106,3140.563,0.1206,0.823,,0.2591,0,,,False,,
24P,5.2L_260,3140.6392,3140.563,3140.7154,0.154,0.6701,,0.2307,0,,,False,,
24P,5.2L_260,3140.7916,3140.7154,3140.8678,0.1541,0.6327,,0.2583,0,,,False,,
24P,5.2L_260,3140.944,3140.8678,3141.0202,0.1493,0.6194,,0.3141,0,,,False,,
24P,5.2L_260,3141.0964,3141.0202,3141.1726,0.1291,0.679,,0.4537,0,,,False,,
24P,5.2L_260,3141.2488,3141.1726,3141.325,0.1182,0.7151,,0.5538,0,,,False,,
24P,5.2L_260,3141.4012,3141.325,3141.4774,0.1261,0.6703,,0.5373,0,,,False,,
24P,5.2L_260,3141.5536,3141.4774,3141.6298,0.1342,0.6391,,0.5101,0,,,False,,
24P,5.2L_260,3141.706,3141.6298,3141.7822,0.1437,0.637,,0.4514,0,,,False,,
24P,5.2L_260,3141.8584,3141.7822,3141.9346,0.1456,0.664,,0.4365,0,,,False,,
24P,5.2L_260,3142.0108,3141.9346,3142.087,0.1243,0.7775,,0.5515,0,,,False,,
24P,5.2L_260,3142.1632,3142.087,3142.2394,0.0972,0.9969,,0.6365,0,,,False,,
24P,5.2L_260,3142.3156,3142.2394,3142.3918,0.1003,0.9769,,0.6324,0,,,False,,
24P,5.2L_260,3142.468,3142.3918,3142.5442,0.0937,1.0,,0.6411,0,,,False,,
24P,5.2L_260,3142.6204,3142.5442,3142.6966,0.0585,1.0,,0.6879,0,,,False,,
24P,5.2L_260,3142.7728,3142.6966,3142.849,0.0385,1.0,,0.7204,0,,,False,,
24P,5.2L_260,3142.9252,3142.849,3143.0014,0.0442,1.0,,0.7102,0,,,False,,
24P,5.2L_260,3143.0776,3143.0014,3143.1538,0.0667,1.0,,0.6763,0,,,False,,
24P,5.2L_260,3143.23,3143.1538,3143.3062,0.1284,0.8241,,0.5718,0,,,False,,
24P,5.2L_260,3143.3824,3143.3062,3143.4586,0.1503,0.7025,,0.4991,0,,,False,,
24P,5.2L_260,3143.5348,3143.4586,3143.611,0.1438,0.7141,,0.5207,0,,,False,,
24P,5.2L_260,3143.6872,3143.611,3143.7634,0.1291,0.7683,,0.5696,0,,,False,,
24P,5.2L_260,3143.8396,3143.7634,3143.9158,0.0507,1.0,,0.6996,0,,,False,,
24P,5.2L_260,3143.992,3143.9158,3144.0682,0.0112,1.0,,0.7916,0,,,False,,
24P,5.2L_260,3144.1444,3144.0682,3144.2206,0.0177,1.0,,0.7706,0,,,False,,
24P,5.2L_260,3144.2968,3144.2206,3144.373,0.0221,1.0,,0.7573,0,,,False,,
24P,5.2L_260,3144.4492,3144.373,3144.5254,0.0189,1.0,,0.7666,0,,,False,,
24P,5.2L_260,3144.6016,3144.5254,3144.6778,0.0271,1.0,,0.7443,0,,,False,,
24P,5.2L_260,3144.754,3144.6778,3144.8302,0.0995,0.8698,,0.6282,0,,,False,,
24P,5.2L_260,3144.9064,3144.8302,3144.9826,0.1074,0.7981,,0.5201,0,,,False,,
24P,5.2L_260,3145.0588,3144.9826,3145.135,0.1223,0.6873,,0.436,0,,,False,,
24P,5.2L_260,3145.2112,3145.135,3145.2874,0.1322,0.6281,,0.3978,0,,,False,,
24P,5.2L_260,3145.3636,3145.2874,3145.4398,0.1258,0.665,,0.4959,0,,,False,,
24P,5.2L_260,3145.516,3145.4398,3145.5922,0.1224,0.6919,,0.5758,0,,,False,,
24P,5.2L_260,3145.6684,3145.5922,3145.7446,0.1192,0.7266,,0.602,0,,,False,,
24P,5.2L_260,3145.8208,3145.7446,3145.897,0.0921,0.9601,,0.6431,0,,,False,,
24P,5.2L_260,3145.9732,3145.897,3146.0494,0.0343,1.0,,0.7285,0,,,False,,
24P,5.2L_260,3146.1256,3146.0494,3146.2018,0.0188,1.0,,0.767,0,,,False,,
24P,5.2L_260,3146.278,3146.2018,3146.3542,0.0742,1.0,,0.6662,0,,,False,,
24P,5.2L_260,3146.4304,3146.3542,3146.5066,0.0931,1.0,,0.5522,0,,,False,,
24P,5.2L_260,3146.5828,3146.5066,3146.659,0.1197,0.784,,0.3986,0,,,False,,
24P,5.2L_260,3146.7352,3146.659,3146.8114,0.1343,0.6974,,0.3274,0,,,False,,
24P,5.2L_260,3146.8876,3146.8114,3146.9638,0.1097,0.8329,,0.5006,0,,,False,,
24P,5.2L_260,3147.04,3146.9638,3147.1162,0.0965,0.9379,,0.6354,0,,,False,,
24P,5.2L_260,3147.1924,3147.1162,3147.2686,0.0822,1.0,,0.6558,0,,,False,,
24P,5.2L_270_FS_Top,3147.3448,3147.2686,3147.421,0.0599,1.0,,0.6859,0,,,False,,
24P,5.2L_270_FS_Top,3147.4972,3147.421,3147.5734,0.027,1.0,,0.7446,0,,,False,,
24P,5.2L_270_FS_Top,3147.6496,3147.5734,3147.7258,0.0176,1.0,,0.7707,0,,,False,,
24P,5.2L_270_FS_Top,3147.802,3147.7258,3147.8782,0.0505,1.0,,0.7,0,,,False,,
24P,5.2L_270_FS_Top,3147.9544,3147.8782,3148.0306,0.0937,1.0,,0.641,0,,,False,,
24P,5.2L_270,3148.1068,3148.0306,3148.183,0.1112,0.8626,,0.6167,0,,,False,,
24P,5.2L_270,3148.2592,3148.183,3148.3354,0.1271,0.7359,,0.5751,0,,,False,,
24P,5.2L_270,3148.4116,3148.3354,3148.4878,0.153,0.6216,,0.4819,0,,,False,,
24P,5.2L_270,3148.564,3148.4878,3148.6402,0.1717,0.5699,,0.4074,0,,,False,,
24P,5.2L_270,3148.7164,3148.6402,3148.7926,0.1699,0.6147,,0.3885,0,,,False,,
24P,5.2L_270,3148.8688,3148.7926,3148.945,0.1621,0.6717,,0.3693,0,,,False,,
24P,5.2L_270,3149.0212,3148.945,3149.0974,0.1358,0.7617,,0.3494,0,,,False,,
24P,5.2L_270,3149.1736,3149.0974,3149.2498,0.1124,0.8751,,0.3514,0,,,False,,
24P,5.2L_270,3149.326,3149.2498,3149.4022,0.0957,0.9719,,0.4185,0,,,False,,
24P,5.2L_270,3149.4784,3149.4022,3149.5546,0.0831,1.0,,0.481,0,,,False,,
24P,5.2L_270,3149.6308,3149.5546,3149.707,0.0828,1.0,,0.5302,0,,,False,,
24P,5.2L_270,3149.7832,3149.707,3149.8594,0.0894,0.9341,,0.5392,0,,,False,,
24P,5.2L_270,3149.9356,3149.8594,3150.0118,0.1136,0.706,,0.429,0,,,False,,
24P,5.2L_270,3150.088,3150.0118,3150.1642,0.1355,0.5706,,0.3258,0,,,False,,
24P,5.2L_270,3150.2404,3150.1642,3150.3166,0.1488,0.5037,,0.2433,0,,,False,,
24P,5.2L_270,3150.3928,3150.3166,3150.469,0.1572,0.4637,,0.1895,0,,,False,,
24P,5.2L_270,3150.5452,3150.469,3150.6214,0.1514,0.4711,,0.2211,0,,,False,,
24P,5.2L_270,3150.6976,3150.6214,3150.7738,0.1469,0.4763,,0.2448,0,,,False,,
24P,5.2L_270,3150.85,3150.7738,3150.9262,0.1466,0.4712,,0.2455,0,,,False,,
24P,5.2L_270,3151.0024,3150.9262,3151.0786,0.1482,0.4604,,0.2407,0,,,False,,
24P,5.2L_270,3151.1548,3151.0786,3151.231,0.1549,0.4347,,0.2195,0,,,False,,
24P,5.2L_270,3151.3072,3151.231,3151.3834,0.1613,0.4128,,0.1959,0,,,False,,
24P,5.2L_270,3151.4596,3151.3834,3151.5358,0.1669,0.3957,,0.1652,0,,,False,,
24P,5.2L_270,3151.612,3151.5358,3151.6882,0.1721,0.3812,,0.1382,0,,,False,,
24P,5.2L_270,3151.7644,3151.6882,3151.8406,0.1756,0.3715,,0.1222,0,,,False,,
24P,5.2L_270,3151.9168,3151.8406,3151.993,0.1776,0.3677,,0.1142,0,,,False,,
24P,5.2L_270,3152.0692,3151.993,3152.1454,0.1753,0.3804,,0.1301,0,,,False,,
24P,5.2L_270,3152.2216,3152.1454,3152.2978,0.1738,0.3943,,0.1439,0,,,False,,
24P,5.2L_270,3152.374,3152.2978,3152.4502,0.1749,0.4116,,0.1517,0,,,False,,
24P,5.2L_270,3152.5264,3152.4502,3152.6026,0.1729,0.4378,,0.1822,0,,,False,,
24P,5.2L_270,3152.6788,3152.6026,3152.755,0.1618,0.4854,,0.2801,0,,,False,,
24P,5.2L_270,3152.8312,3152.755,3152.9074,0.147,0.5541,,0.4066,0,,,False,,
24P,5.2L_270,3152.9836,3152.9074,3153.0598,0.1104,0.7553,,0.618,0,,,False,,
24P,5.2L_270,3153.136,3153.0598,3153.2122,0.0134,1.0,,0.7862,0,,,False,,
24P,5.2L_270,3153.2884,3153.2122,3153.3646,0.0001,1.0,,0.8264,0,,,False,,
24P,5.2L_270,3153.4408,3153.3646,3153.517,0.0001,1.0,,0.8472,0,,,False,,
24P,5.2L_270,3153.5932,3153.517,3153.6694,0.0005,1.0,,0.8102,0,,,False,,
24P,5.2L_270,3153.7456,3153.6694,3153.8218,0.0148,1.0,,0.7777,0,,,False,,
24P,5.2L_270,3153.898,3153.8218,3153.9742,0.0216,1.0,,0.7586,0,,,False,,
24P,5.2L_270,3154.0504,3153.9742,3154.1266,0.0248,1.0,,0.75,0,,,False,,
24P,5.2L_270,3154.2028,3154.1266,3154.279,0.0171,1.0,,0.7725,0,,,False,,
24P,5.2L_270,3154.3552,3154.279,3154.4314,0.0139,1.0,,0.7843,0,,,False,,
24P,5.2L_270,3154.5076,3154.4314,3154.5838,0.0197,1.0,,0.7642,0,,,False,,
24P,5.2L_280_FS_Top_Main,3154.66,3154.5838,3154.7362,0.0195,1.0,,0.7647,0,,,False,,
24P,5.2L_280_FS_Top_Main,3154.8124,3154.7362,3154.8886,0.0062,1.0,,0.8263,0,,,False,,
24P,5.2L_280_FS_Top_Main,3154.9648,3154.8886,3155.041,0.001,1.0,,0.9022,0,,,False,,
24P,5.2L_280_FS_Top_Main,3155.1172,3155.041,3155.1934,0.0001,1.0,,1.0,0,,,False,,
24P,5.2L_280_FS_Top_Main,3155.2696,3155.1934,3155.3458,0.0001,1.0,,1.0,0,,,False,,
24P,5.2L_280_FS_Top_Main,3155.422,3155.3458,3155.4982,0.0001,1.0,,1.0,0,,,False,,
24P,5.2L_280_FS_Top_Main,3155.5744,3155.4982,3155.6506,0.0001,1.0,,1.0,0,,,False,,
24P,5.2L_280_FS_Top_Main,3155.7268,3155.6506,3155.803,0.0003,1.0,,0.942,0,,,False,,
24P,5.2L_280_FS_Top_Main,3155.8792,3155.803,3155.9554,0.0001,1.0,,0.8188,0,,,False,,
24P,5.2L_280_FS_Top_Main,3156.0316,3155.9554,3156.1078,0.0714,1.0,,0.6425,0,,,False,,
24P,5.2L_280_FS_Top_Main,3156.184,3156.1078,3156.2602,0.0857,1.0,,0.5037,0,,,False,,
24P,5.2L_280_FS_Top_Main,3156.3364,3156.2602,3156.4126,0.1105,0.8711,,0.4757,0,,,False,,
24P,5.2L_280,3156.4888,3156.4126,3156.565,0.129,0.7588,,0.4779,0,,,False,,
24P,5.2L_280,3156.6412,3156.565,3156.7174,0.1292,0.7589,,0.5695,0,,,False,,
24P,5.2L_280,3156.7936,3156.7174,3156.8698,0.1215,0.8163,,0.595,0,,,False,,
24P,5.2L_280,3156.946,3156.8698,3157.0222,0.1348,0.7708,,0.4244,0,,,False,,
24P,5.2L_280,3157.0984,3157.0222,3157.1746,0.1473,0.7208,,0.2911,0,,,False,,
24P,5.2L_280,3157.2508,3157.1746,3157.327,0.1645,0.6095,,0.2685,0,,,False,,
24P,5.2L_280,3157.4032,3157.327,3157.4794,0.1703,0.5685,,0.2878,0,,,False,,
24P,5.2L_280,3157.5556,3157.4794,3157.6318,0.142,0.6919,,0.4311,0,,,False,,
24P,5.2L_280,3157.708,3157.6318,3157.7842,0.1212,0.8252,,0.5138,0,,,False,,
24P,5.2L_280,3157.8604,3157.7842,3157.9366,0.1246,0.8232,,0.4161,0,,,False,,
24P,5.2L_280,3158.0128,3157.9366,3158.089,0.1336,0.7774,,0.3422,0,,,False,,
24P,5.2L_280,3158.1652,3158.089,3158.2414,0.1493,0.6766,,0.3389,0,,,False,,
24P,5.2L_280,3158.3176,3158.2414,3158.3938,0.1568,0.6266,,0.3784,0,,,False,,
24P,5.2L_280,3158.47,3158.3938,3158.5462,0.1366,0.6981,,0.5447,0,,,False,,
24P,5.2L_280,3158.6224,3158.5462,3158.6986,0.0682,1.0,,0.6743,0,,,False,,
24P,5.2L_280,3158.7748,3158.6986,3158.851,0.0537,1.0,,0.6951,0,,,False,,
24P,5.2L_280,3158.9272,3158.851,3159.0034,0.0276,1.0,,0.7431,0,,,False,,
24P,5.2L_280,3159.0796,3159.0034,3159.1558,0.0022,1.0,,0.8722,0,,,False,,
24P,5.2L_280,3159.232,3159.1558,3159.3082,0.0001,1.0,,0.9932,0,,,False,,
24P,5.2L_280,3159.3844,3159.3082,3159.4606,0.0001,1.0,,1.0,0,,,False,,
24P,5.2L_280,3159.5368,3159.4606,3159.613,0.0001,1.0,,1.0,0,,,False,,
24P,5.2L_280,3159.6892,3159.613,3159.7654,0.0001,1.0,,0.9941,0,,,False,,
24P,5.2L_280,3159.8416,3159.7654,3159.9178,0.0074,1.0,,0.8173,0,,,False,,
24P,5.2L_280,3159.994,3159.9178,3160.0702,0.0705,1.0,,0.5158,0,,,False,,
24P,5.2L_280,3160.1464,3160.0702,3160.2226,0.0922,0.9843,,0.2973,0,,,False,,
24P,5.2L_280,3160.2988,3160.2226,3160.375,0.0767,1.0,,0.325,0,,,False,,
24P,5.2L_280,3160.4512,3160.375,3160.5274,0.0584,1.0,,0.3761,0,,,False,,
24P,5.2L_280,3160.6036,3160.5274,3160.6798,0.0426,1.0,,0.4968,0,,,False,,
24P,5.2L_280,3160.756,3160.6798,3160.8322,0.0361,1.0,,0.583,0,,,False,,
24P,5.2L_280,3160.9084,3160.8322,3160.9846,0.042,1.0,,0.5666,0,,,False,,
24P,5.2L_280,3161.0608,3160.9846,3161.137,0.051,1.0,,0.5297,0,,,False,,
24P,5.2L_280,3161.2132,3161.137,3161.2894,0.0697,1.0,,0.4323,0,,,False,,
24P,5.2L_280,3161.3656,3161.2894,3161.4418,0.0875,0.956,,0.362,0,,,False,,
24P,5.2L_280,3161.518,3161.4418,3161.5942,0.1017,0.8184,,0.3723,0,,,False,,
24P,5.2L_280,3161.6704,3161.5942,3161.7466,0.1068,0.7757,,0.4222,0,,,False,,
24P,5.2L_280,3161.8228,3161.7466,3161.899,0.0852,0.9712,,0.5897,0,,,False,,
24P,5.2L_280,3161.9752,3161.899,3162.0514,0.0496,1.0,,0.7014,0,,,False,,
24P,5.2L_280,3162.1276,3162.0514,3162.2038,0.0645,1.0,,0.6477,0,,,False,,
24P,5.2L_280,3162.28,3162.2038,3162.3562,0.0704,1.0,,0.5676,0,,,False,,
24P,5.2L_280,3162.4324,3162.3562,3162.5086,0.1106,0.8147,,0.4092,0,,,False,,
24P,5.2L_280,3162.5848,3162.5086,3162.661,0.1465,0.6222,,0.2743,0,,,False,,
24P,5.2L_280,3162.7372,3162.661,3162.8134,0.1655,0.5447,,0.2093,0,,,False,,
24P,5.2L_280,3162.8896,3162.8134,3162.9658,0.1806,0.4928,,0.1617,0,,,False,,
24P,5.2L_280,3163.042,3162.9658,3163.1182,0.1843,0.4748,,0.1655,0,,,False,,
24P,5.2L_280,3163.1944,3163.1182,3163.2706,0.1782,0.4849,,0.2274,0,,,False,,
24P,5.2L_280,3163.3468,3163.2706,3163.423,0.1477,0.5852,,0.4615,0,,,False,,
24P,5.2L_280,3163.4992,3163.423,3163.5754,0.1059,0.8161,,0.6246,0,,,False,,
24P,5.2L_280,3163.6516,3163.5754,3163.7278,0.0935,0.9251,,0.5769,0,,,False,,
24P,5.2L_280,3163.804,3163.7278,3163.8802,0.0803,1.0,,0.5234,0,,,False,,
24P,5.2L_280,3163.9564,3163.8802,3164.0326,0.0997,0.8908,,0.4528,0,,,False,,
24P,5.2L_280,3164.1088,3164.0326,3164.185,0.1117,0.8066,,0.4326,0,,,False,,
24P,5.2L_280,3164.2612,3164.185,3164.3374,0.1045,0.8555,,0.5618,0,,,False,,
24P,5.2L_280,3164.4136,3164.3374,3164.4898,0.073,1.0,,0.6679,0,,,False,,
24P,5.2L_280,3164.566,3164.4898,3164.6422,0.047,1.0,,0.7055,0,,,False,,
24P,5.2L_280,3164.7184,3164.6422,3164.7946,0.0301,1.0,,0.7375,0,,,False,,
24P,5.2L_280,3164.8708,3164.7946,3164.947,0.0237,1.0,,0.7529,0,,,False,,
24P,5.2L_280,3165.0232,3164.947,3165.0994,0.0229,1.0,,0.755,0,,,False,,
24P,5.2L_280,3165.1756,3165.0994,3165.2518,0.04,1.0,,0.7177,0,,,False,,
24P,5.2L_280,3165.328,3165.2518,3165.4042,0.0676,1.0,,0.6751,0,,,False,,
24P,5.2L_280,3165.4804,3165.4042,3165.5566,0.1112,0.9096,,0.6169,0,,,False,,
24P,5.2L_280,3165.6328,3165.5566,3165.709,0.1271,0.7995,,0.5762,0,,,False,,
24P,5.2L_290_FS_Top,3165.7852,3165.709,3165.8614,0.1237,0.8107,,0.5877,0,,,False,,
24P,5.2L_290_FS_Top,3165.9376,3165.8614,3166.0138,0.121,0.8162,,0.5967,0,,,False,,
24P,5.2L_290_FS_Top,3166.09,3166.0138,3166.1662,0.1204,0.803,,0.5986,0,,,False,,
24P,5.2L_290_FS_Top,3166.2424,3166.1662,3166.3186,0.1242,0.7538,,0.5862,0,,,False,,
24P,5.2L_290_FS_Top,3166.3948,3166.3186,3166.471,0.1313,0.6687,,0.5313,0,,,False,,
24P,5.2L_290_FS_Top,3166.5472,3166.471,3166.6234,0.1305,0.6392,,0.4561,0,,,False,,
24P,5.2L_290_FS_Top,3166.6996,3166.6234,3166.7758,0.1455,0.5562,,0.3208,0,,,False,,
24P,5.2L_290_FS_Top,3166.852,3166.7758,3166.9282,0.1575,0.5,,0.2319,0,,,False,,
24P,5.2L_290_FS_Top,3167.0044,3166.9282,3167.0806,0.1542,0.4998,,0.2808,0,,,False,,
24P,5.2L_290_FS_Top,3167.1568,3167.0806,3167.233,0.1514,0.5026,,0.3175,0,,,False,,
24P,5.2L_290_FS_Top,3167.3092,3167.233,3167.3854,0.1483,0.5197,,0.3183,0,,,False,,
24P,5.2L_290,3167.4616,3167.3854,3167.5378,0.1461,0.5353,,0.354,0,,,False,,
24P,5.2L_290,3167.614,3167.5378,3167.6902,0.151,0.5278,,0.4936,0,,,False,,
24P,5.2L_290,3167.7664,3167.6902,3167.8426,0.1019,0.7981,,0.6302,0,,,False,,
24P,5.2L_290,3167.9188,3167.8426,3167.995,0.0219,1.0,,0.7577,0,,,False,,
24P,5.2L_290,3168.0712,3167.995,3168.1474,0.0032,1.0,,0.8566,0,,,False,,
24P,5.2L_290,3168.2236,3168.1474,3168.2998,0.0023,1.0,,0.8702,0,,,False,,
24P,5.2L_290,3168.376,3168.2998,3168.4522,0.0014,1.0,,0.8892,0,,,False,,
24P,5.2L_290,3168.5284,3168.4522,3168.6046,0.0005,1.0,,0.9243,0,,,False,,
24P,5.2L_290,3168.6808,3168.6046,3168.757,0.0001,1.0,,0.8918,0,,,False,,
24P,5.2L_290,3168.8332,3168.757,3168.9094,0.0596,1.0,,0.6588,0,,,False,,
24P,5.2L_290,3168.9856,3168.9094,3169.0618,0.0779,1.0,,0.4882,0,,,False,,
24P,5.2L_290,3169.138,3169.0618,3169.2142,0.0951,0.9259,,0.5029,0,,,False,,
24P,5.2L_290,3169.2904,3169.2142,3169.3666,0.1052,0.8409,,0.5407,0,,,False,,
24P,5.2L_290,3169.4428,3169.3666,3169.519,0.0889,1.0,,0.6472,0,,,False,,
24P,5.2L_290,3169.5952,3169.519,3169.6714,0.0422,1.0,,0.7138,0,,,False,,
24P,5.2L_290,3169.7476,3169.6714,3169.8238,0.0776,1.0,,0.6618,0,,,False,,
24P,5.2L_290,3169.9,3169.8238,3169.9762,0.1036,0.876,,0.62,0,,,False,,
24P,5.2L_290,3170.0524,3169.9762,3170.1286,0.1086,0.8076,,0.6086,0,,,False,,
24P,5.2L_290,3170.2048,3170.1286,3170.281,0.1104,0.7724,,0.5878,0,,,False,,
24P,5.2L_290,3170.3572,3170.281,3170.4334,0.1043,0.8081,,0.5394,0,,,False,,
24P,5.2L_290,3170.5096,3170.4334,3170.5858,0.1027,0.8105,,0.5006,0,,,False,,
24P,5.2L_290,3170.662,3170.5858,3170.7382,0.1094,0.7484,,0.4906,0,,,False,,
24P,5.2L_290,3170.8144,3170.7382,3170.8906,0.1145,0.7058,,0.497,0,,,False,,
24P,5.2L_290,3170.9668,3170.8906,3171.043,0.1153,0.6968,,0.5523,0,,,False,,
24P,5.2L_290,3171.1192,3171.043,3171.1954,0.1118,0.7173,,0.6159,0,,,False,,
24P,5.2L_290,3171.2716,3171.1954,3171.3478,0.0478,1.0,,0.7042,0,,,False,,
24P,5.2L_290,3171.424,3171.3478,3171.5002,0.026,1.0,,0.7469,0,,,False,,
24P,5.2L_290,3171.5764,3171.5002,3171.6526,0.067,1.0,,0.6542,0,,,False,,
24P,5.2L_290,3171.7288,3171.6526,3171.805,0.0647,1.0,,0.5874,0,,,False,,
24P,5.2L_290,3171.8812,3171.805,3171.9574,0.0697,1.0,,0.5975,0,,,False,,
24P,5.2L_290,3172.0336,3171.9574,3172.1098,0.0709,1.0,,0.6254,0,,,False,,
24P,5.2L_290,3172.186,3172.1098,3172.2622,0.0468,1.0,,0.7059,0,,,False,,
24P,5.2L_290,3172.3384,3172.2622,3172.4146,0.0269,1.0,,0.7449,0,,,False,,
24P,5.2L_290,3172.4908,3172.4146,3172.567,0.0437,1.0,,0.6611,0,,,False,,
24P,5.2L_290,3172.6432,3172.567,3172.7194,0.0412,1.0,,0.6015,0,,,False,,
24P,5.2L_290,3172.7956,3172.7194,3172.8718,0.0389,1.0,,0.6142,0,,,False,,
24P,5.2L_290,3172.948,3172.8718,3173.0242,0.0367,1.0,,0.6438,0,,,False,,
24P,5.2L_290,3173.1004,3173.0242,3173.1766,0.0358,1.0,,0.7237,0,,,False,,
24P,5.2L_290,3173.2528,3173.1766,3173.329,0.0131,1.0,,0.7874,0,,,False,,
24P,5.2L_290,3173.4052,3173.329,3173.4814,0.0098,1.0,,0.8032,0,,,False,,
24P,5.2L_290,3173.5576,3173.4814,3173.6338,0.008,1.0,,0.8135,0,,,False,,
24P,5.2L_290,3173.71,3173.6338,3173.7862,0.009,1.0,,0.8076,0,,,False,,
24P,5.2L_290,3173.8624,3173.7862,3173.9386,0.0086,1.0,,0.8098,0,,,False,,
24P,5.2L_290,3174.0148,3173.9386,3174.091,0.005,1.0,,0.8362,0,,,False,,
24P,5.2L_290,3174.1672,3174.091,3174.2434,0.0035,1.0,,0.8522,0,,,False,,
24P,5.2L_290,3174.3196,3174.2434,3174.3958,0.0049,1.0,,0.8374,0,,,False,,
24P,5.2L_290,3174.472,3174.3958,3174.5482,0.0084,1.0,,0.8113,0,,,False,,
24P,5.2L_290,3174.6244,3174.5482,3174.7006,0.0243,1.0,,0.7512,0,,,False,,
24P,5.2L_290,3174.7768,3174.7006,3174.853,0.0419,1.0,,0.6913,0,,,False,,
24P,5.2L_290,3174.9292,3174.853,3175.0054,0.0399,1.0,,0.6316,0,,,False,,
24P,5.2L_290,3175.0816,3175.0054,3175.1578,0.0443,1.0,,0.5576,0,,,False,,
24P,5.2L_290,3175.234,3175.1578,3175.3102,0.065,1.0,,0.4411,0,,,False,,
24P,5.2L_290,3175.3864,3175.3102,3175.4626,0.08,0.9744,,0.4077,0,,,False,,
24P,5.2L_290,3175.5388,3175.4626,3175.615,0.0878,0.9145,,0.6208,0,,,False,,
24P,5.2L_290,3175.6912,3175.615,3175.7674,0.01,1.0,,0.8018,0,,,False,,
24P,5.2L_290,3175.8436,3175.7674,3175.9198,0.0015,1.0,,0.8876,0,,,False,,
24P,5.2L_290,3175.996,3175.9198,3176.0722,0.0004,1.0,,0.9291,0,,,False,,
24P,5.2L_290,3176.1484,3176.0722,3176.2246,0.0046,1.0,,0.8395,0,,,False,,
24P,5.2L_290,3176.3008,3176.2246,3176.377,0.0166,1.0,,0.7742,0,,,False,,
24P,5.2L_290,3176.4532,3176.377,3176.5294,0.0147,1.0,,0.7813,0,,,False,,
24P,5.2L_290,3176.6056,3176.5294,3176.6818,0.0089,1.0,,0.808,0,,,False,,
24P,5.2L_290,3176.758,3176.6818,3176.8342,0.0013,1.0,,0.893,0,,,False,,
24P,5.2L_290,3176.9104,3176.8342,3176.9866,0.0004,1.0,,0.9288,0,,,False,,
24P,5.2L_290,3177.0628,3176.9866,3177.139,0.0073,1.0,,0.8183,0,,,False,,
24P,5.2L_290,3177.2152,3177.139,3177.2914,0.0313,1.0,,0.7348,0,,,False,,
24P,5.2L_290,3177.3676,3177.2914,3177.4438,0.0329,1.0,,0.7315,0,,,False,,
24P,5.2L_290,3177.52,3177.4438,3177.5962,0.0283,1.0,,0.7416,0,,,False,,
24P,5.2L_290,3177.6724,3177.5962,3177.7486,0.0122,1.0,,0.7916,0,,,False,,
24P,5.2L_290,3177.8248,3177.7486,3177.901,0.0056,1.0,,0.8307,0,,,False,,
24P,5.2L_290,3177.9772,3177.901,3178.0534,0.0049,1.0,,0.837,0,,,False,,
24P,5.2L_290,3178.1296,3178.0534,3178.2058,0.0036,1.0,,0.8509,0,,,False,,
24P,5.2L_290,3178.282,3178.2058,3178.3582,0.0015,1.0,,0.8872,0,,,False,,
24P,5.2L_290,3178.4344,3178.3582,3178.5106,0.001,1.0,,0.9004,0,,,False,,
24P,5.2L_290,3178.5868,3178.5106,3178.663,0.0041,1.0,,0.8454,0,,,False,,
24P,5.2L_290,3178.7392,3178.663,3178.8154,0.0278,1.0,,0.7427,0,,,False,,
24P,5.2L_290,3178.8916,3178.8154,3178.9678,0.0829,1.0,,0.4983,0,,,False,,
24P,5.2L_290,3179.044,3178.9678,3179.1202,0.0914,0.9492,,0.3513,0,,,False,,
24P,5.2L_290,3179.1964,3179.1202,3179.2726,0.0796,1.0,,0.4936,0,,,False,,
24P,5.2L_290,3179.3488,3179.2726,3179.425,0.0758,1.0,,0.6206,0,,,False,,
24P,5.2L_290,3179.5012,3179.425,3179.5774,0.049,1.0,,0.7023,0,,,False,,
24P,5.2L_290,3179.6536,3179.5774,3179.7298,0.0298,1.0,,0.7381,0,,,False,,
24P,5.2L_290,3179.806,3179.7298,3179.8822,0.0658,1.0,,0.6375,0,,,False,,
24P,5.2L_290,3179.9584,3179.8822,3180.0346,0.0722,1.0,,0.5671,0,,,False,,
24P,5.2L_290,3180.1108,3180.0346,3180.187,0.0793,1.0,,0.5857,0,,,False,,
24P,5.2L_290,3180.2632,3180.187,3180.3394,0.0846,0.9452,,0.595,0,,,False,,
24P,5.2L_290,3180.4156,3180.3394,3180.4918,0.0805,0.9847,,0.5765,0,,,False,,
24P,5.2L_290,3180.568,3180.4918,3180.6442,0.0817,0.9661,,0.5299,0,,,False,,
24P,5.2L_290,3180.7204,3180.6442,3180.7966,0.1005,0.7902,,0.3999,0,,,False,,
24P,5.2L_290,3180.8728,3180.7966,3180.949,0.1179,0.6755,,0.3013,0,,,False,,
24P,5.2L_290,3181.0252,3180.949,3181.1014,0.1232,0.6433,,0.2958,0,,,False,,
24P,5.2L_290,3181.1776,3181.1014,3181.2538,0.1244,0.6408,,0.3167,0,,,False,,
24P,5.2L_290,3181.33,3181.2538,3181.4062,0.1132,0.7297,,0.4161,0,,,False,,
