Well_Name,Depth,Porosity,Sw,Permeability,Vshale,Distance_to_OWC,Reservoir_Pressure,TVD_Depth,Is_Perforated,Initial_Rate,Production_Class
Well-A,3257.642,0.0001,1,0.000301832,1,0,3264.25,2703.7588,FALSE,,
Well-A,3257.7944,0.0001,1,0.000301832,1,0,3264.43,2703.9112,FALSE,,
Well-A,3257.9468,0.0001,1,0.000301832,1,0,3264.62,2704.0636,FALSE,,
Well-A,3258.0992,0.0001,1,0.000301832,1,0,3264.8,2704.216,FALSE,,
Well-A,3258.2516,0.0001,1,0.000301832,1,0,3264.98,2704.3684,FALSE,,
Well-A,3258.404,0.0001,1,0.000301832,1,0,3265.17,2704.5208,FALSE,,
Well-A,3258.5564,0.0001,1,0.000301832,1,0,3265.35,2704.6732,FALSE,,
Well-A,3258.7088,0.0001,1,0.000301832,1,0,3265.54,2704.8256,FALSE,,
Well-A,3258.8612,0.0001,1,0.000301832,1,0,3265.72,2704.978,FALSE,,
Well-A,3259.0136,0.0001,1,0.000301832,0.9918,0,3265.9,2705.1304,FALSE,,
Well-A,3259.166,0.0079,1,0.000485311,0.797,0,3266.09,2705.2828,FALSE,,
Well-A,3259.3184,0.1405,0.9808,1.557209468,0.498,0,3266.27,2705.4352,FALSE,,
Well-A,3259.4708,0.1922,0.7964,36.26138194,0.3042,0,3266.46,2705.5876,FALSE,,
Well-A,3259.6232,0.2205,0.6746,203.1318787,0.2251,0,3266.64,2705.74,FALSE,,
Well-A,3259.7756,0.2239,0.6542,249.8526182,0.2315,0,3266.82,2705.8924,FALSE,,
Well-A,3259.928,0.214,0.6988,136.7411765,0.2568,0,3267.01,2706.0448,FALSE,,
Well-A,3260.0804,0.2098,0.7424,105.886156,0.2272,0,3267.19,2706.1972,FALSE,,
Well-A,3260.2328,0.2239,0.7098,249.8526182,0.1386,0,3267.38,2706.3496,FALSE,,
Well-A,3260.3852,0.2428,0.6392,789.6860937,0.0709,0,3267.56,2706.502,FALSE,,
Well-A,3260.5376,0.2457,0.5868,942.190814,0.0777,0,3267.74,2706.6544,FALSE,,
Well-A,3260.69,0.2187,0.6029,182.0458934,0.1599,0,3267.93,2706.8068,FALSE,,
Well-A,3260.8424,0.1682,0.7582,8.410368725,0.308,0,3268.11,2706.9592,FALSE,,
Well-A,3260.9948,0.1202,0.9923,0.452435221,0.4966,0,3268.3,2707.1116,FALSE,,
Well-A,3261.1472,0.0211,1,0.001084092,0.7297,0,3268.48,2707.264,FALSE,,
Well-A,3261.2996,0.0001,1,0.000301832,0.9572,0,3268.66,2707.4164,FALSE,,
Well-A,3261.452,0.0001,1,0.000301832,0.9986,0,3268.85,2707.5688,FALSE,,
Well-A,3261.6044,0.0004,1,0.000307396,0.8821,0,3269.03,2707.7212,FALSE,,
Well-A,3261.7568,0.0056,1,0.000421892,0.7655,0,3269.22,2707.8736,FALSE,,
Well-A,3261.9092,0.0067,1,0.000451116,0.7536,0,3269.4,2708.026,FALSE,,
Well-A,3262.0616,0.0078,1,0.000482365,0.7468,0,3269.58,2708.1784,FALSE,,
Well-A,3262.214,0.0187,1,0.000936706,0.6985,0,3269.77,2708.3308,FALSE,,
Well-A,3262.3664,0.0088,1,0.000512647,0.7473,0,3269.95,2708.4832,FALSE,,
Well-A,3262.5188,0.0007,1,0.000313063,0.8514,0,3270.14,2708.6356,FALSE,,
Well-A,3262.6712,0.0014,1,0.000326694,0.8302,0,3270.32,2708.788,FALSE,,
Well-A,3262.8236,0.0431,1,0.004138183,0.6647,0,3270.5,2708.9404,FALSE,,
Well-A,3262.976,0.1462,0.9419,2.20328916,0.4318,0,3270.69,2709.0928,FALSE,,
Well-A,3263.1284,0.1778,0.7468,15.08921902,0.263,0,3270.87,2709.2452,FALSE,,
Well-A,3263.2808,0.1872,0.7118,26.74421843,0.2288,0,3271.06,2709.3976,FALSE,,
Well-A,3263.4332,0.1808,0.7565,18.11321019,0.2859,0,3271.24,2709.55,FALSE,,
Well-A,3263.5856,0.1807,0.7403,18.00325935,0.2843,0,3271.42,2709.7024,FALSE,,
Well-A,3263.738,0.1887,0.6534,29.30179616,0.2,0,3271.61,2709.8548,TRUE,100,MEDIUM
Well-A,3263.8904,0.186,0.5975,24.85984663,0.168,0,3271.79,2710.0072,TRUE,100,MEDIUM
Well-A,3264.0428,0.164,0.6478,6.51260752,0.2232,0,3271.98,2710.1595,TRUE,100,MEDIUM
Well-A,3264.1952,0.1508,0.6913,2.915471385,0.308,0,3272.16,2710.3118,TRUE,100,MEDIUM
Well-A,3264.3476,0.1448,0.7179,2.023258877,0.4263,0,3272.34,2710.4642,FALSE,,
Well-A,3264.5,0.0633,1,0.014156506,0.6176,0,3272.53,2710.6166,FALSE,,
Well-A,3264.6524,0.0049,1,0.000404289,0.7723,0,3272.71,2710.769,FALSE,,
Well-A,3264.8048,0.0262,0.9963,0.001478853,0.6811,0,3272.9,2710.9214,FALSE,,
Well-A,3264.9572,0.1341,0.7858,1.054660186,0.4071,0,3273.08,2711.0738,FALSE,,
Well-A,3265.1096,0.1827,0.5235,20.33465995,0.1901,0,3273.26,2711.2262,TRUE,500,GOOD
Well-A,3265.262,0.2206,0.4172,204.3724607,0.0744,0,3273.45,2711.3786,TRUE,500,GOOD
Well-A,3265.4144,0.2416,0.3693,734.0455741,0.0166,0,3273.63,2711.531,TRUE,500,GOOD
Well-A,3265.5668,0.2495,0.3434,1187.467796,0,0,3273.81,2711.6834,TRUE,500,GOOD
Well-A,3265.7192,0.2524,0.3297,1416.792392,0,0,3274,2711.8358,TRUE,500,GOOD
Well-A,3265.8716,0.2544,0.3284,1600.265316,0,0,3274.18,2711.9882,TRUE,500,GOOD
Well-A,3266.024,0.2556,0.3372,1721.565132,0.0187,0,3274.37,2712.1406,TRUE,500,GOOD
Well-A,3266.1764,0.2587,0.343,2079.200693,0.0368,0,3274.55,2712.293,TRUE,500,GOOD
Well-A,3266.3288,0.2612,0.3423,2421.049291,0.0297,0,3274.73,2712.4454,TRUE,500,GOOD
Well-A,3266.4812,0.2577,0.3458,1956.381391,0.0094,0,3274.92,2712.5978,TRUE,500,GOOD
Well-A,3266.6336,0.2536,0.3495,1524.184995,0.0054,0,3275.1,2712.7502,TRUE,500,GOOD
Well-A,3266.786,0.2536,0.348,1524.184995,0.0321,0,3275.29,2712.9026,TRUE,500,GOOD
Well-A,3266.9384,0.2556,0.3471,1721.565132,0.0685,0,3275.47,2713.055,TRUE,500,GOOD
Well-A,3267.0908,0.257,0.3501,1874.750601,0.082,0,3275.65,2713.2074,TRUE,500,GOOD
Well-A,3267.2432,0.2555,0.3605,1711.114885,0.0797,0,3275.84,2713.3598,TRUE,500,GOOD
Well-A,3267.3956,0.2531,0.3741,1478.482668,0.0694,0,3276.02,2713.5122,TRUE,500,GOOD
Well-A,3267.548,0.2534,0.3842,1505.736937,0.0554,0,3276.21,2713.6646,TRUE,500,GOOD
Well-A,3267.7004,0.2553,0.3922,1690.404311,0.0568,0,3276.39,2713.817,TRUE,500,GOOD
Well-A,3267.8528,0.2563,0.4013,1796.525888,0.072,0,3276.57,2713.9694,TRUE,500,GOOD
Well-A,3268.0052,0.2543,0.4157,1590.551383,0.0763,0,3276.76,2714.1218,TRUE,500,GOOD
Well-A,3268.1576,0.2486,0.4398,1124.147351,0.0751,0,3276.94,2714.2742,TRUE,500,GOOD
Well-A,3268.31,0.2466,0.4599,995.2620971,0.0634,0,3277.13,2714.4266,TRUE,500,GOOD
Well-A,3268.4624,0.2503,0.4721,1246.74074,0.042,0,3277.31,2714.579,TRUE,500,GOOD
Well-A,3268.6148,0.2522,0.4897,1399.644167,0.0452,0,3277.49,2714.7314,TRUE,500,GOOD
Well-A,3268.7672,0.2513,0.5035,1325.009644,0.0744,0,3277.68,2714.8838,TRUE,500,GOOD
Well-A,3268.9196,0.2494,0.5057,1180.259628,0.0842,0,3277.86,2715.0362,TRUE,500,GOOD
Well-A,3269.072,0.2379,0.5314,585.9820846,0.0904,0,3278.05,2715.1886,TRUE,500,GOOD
Well-A,3269.2244,0.2073,0.6451,90.93518652,0.1814,0,3278.23,2715.341,TRUE,500,GOOD
Well-A,3269.3768,0.1614,0.9279,5.559086058,0.4018,0,3278.41,2715.4934,FALSE,,
Well-A,3269.5292,0.142,0.9978,1.706127046,0.5101,0,3278.6,2715.6458,FALSE,,
Well-A,3269.6816,0.1926,0.7677,37.15536282,0.2898,0,3278.78,2715.7982,FALSE,,
Well-A,3269.834,0.2405,0.5584,686.49258,0.0994,0,3278.97,2715.9506,TRUE,500,GOOD
Well-A,3269.9864,0.2587,0.4884,2079.200693,0.03,0,3279.15,2716.103,TRUE,500,GOOD
Well-A,3270.1388,0.262,0.4546,2541.896962,0.0206,0,3279.33,2716.2554,TRUE,500,GOOD
Well-A,3270.2912,0.2553,0.4385,1690.404311,0.0311,0,3279.52,2716.4078,TRUE,500,GOOD
Well-A,3270.4436,0.2433,0.434,814.0965874,0.0542,0,3279.7,2716.5602,TRUE,500,GOOD
Well-A,3270.596,0.239,0.4136,626.5727674,0.063,0,3279.89,2716.7126,TRUE,500,GOOD
Well-A,3270.7484,0.2444,0.3704,870.4886466,0.0373,0,3280.07,2716.865,TRUE,500,GOOD
Well-A,3270.9008,0.25,0.3278,1224.174376,0.0113,0,3280.25,2717.0174,TRUE,500,GOOD
Well-A,3271.0532,0.253,0.3012,1469.507981,0.0154,0,3280.44,2717.1698,TRUE,500,GOOD
Well-A,3271.2056,0.2524,0.2939,1416.792392,0.035,0,3280.62,2717.3222,TRUE,500,GOOD
Well-A,3271.358,0.2513,0.2989,1325.009644,0.0379,0,3280.81,2717.4746,TRUE,500,GOOD
Well-A,3271.5104,0.2534,0.299,1505.736937,0.024,0,3280.99,2717.627,TRUE,500,GOOD
Well-A,3271.6628,0.2551,0.2932,1669.944409,0.0298,0,3281.17,2717.7794,TRUE,500,GOOD
Well-A,3271.8152,0.2538,0.2864,1542.859075,0.0489,0,3281.36,2717.9318,TRUE,500,GOOD
Well-A,3271.9676,0.2541,0.2739,1571.300056,0.0378,0,3281.54,2718.0842,TRUE,500,GOOD
Well-A,3272.12,0.2583,0.256,2029.173846,0.0121,0,3281.73,2718.2366,TRUE,500,GOOD
Well-A,3272.2724,0.2585,0.2441,2054.034972,0.0091,0,3281.91,2718.389,TRUE,500,GOOD
Well-A,3272.4248,0.2563,0.2372,1796.525888,0.0183,0,3282.09,2718.5414,TRUE,500,GOOD
Well-A,3272.5772,0.2572,0.2317,1897.719757,0.0174,0,3282.28,2718.6938,TRUE,500,GOOD
Well-A,3272.7296,0.258,0.237,1992.445219,0.0107,0,3282.46,2718.8462,TRUE,500,GOOD
Well-A,3272.882,0.2538,0.2624,1542.859075,0.0094,0,3282.65,2718.9986,FALSE,,
Well-A,3273.0344,0.2459,0.3078,953.7343911,0.0228,0,3282.83,2719.1507,FALSE,,
Well-A,3273.1868,0.2382,0.3592,596.7840464,0.0495,0,3283.01,2719.3031,FALSE,,
Well-A,3273.3392,0.2287,0.4077,334.6645934,0.0806,0,3283.2,2719.4555,FALSE,,
Well-A,3273.4916,0.2128,0.4635,127.1065253,0.1247,0,3283.38,2719.6079,FALSE,,
Well-A,3273.644,0.1727,0.6375,11.06134742,0.2834,0,3283.57,2719.7603,FALSE,,
Well-A,3273.7964,0.0253,0.9906,0.001399994,0.6817,0,3283.75,2719.9127,FALSE,,
Well-A,3273.9488,0.0001,1,0.000301832,1,0,3283.93,2720.0651,FALSE,,
Well-A,3274.1012,0.0001,1,0.000301832,1,0,3284.12,2720.2175,FALSE,,
Well-A,3274.2536,0.0001,1,0.000301832,1,0,3284.3,2720.3699,FALSE,,
Well-A,3274.406,0.0001,1,0.000301832,1,0,3284.49,2720.5223,FALSE,,
Well-A,3274.5584,0.0566,1,0.009414315,0.7556,0,3284.67,2720.6747,FALSE,,
Well-A,3274.7108,0.16,0.8942,5.104854331,0.2788,0,3284.85,2720.8271,FALSE,,
Well-A,3274.8632,0.2096,0.6483,104.604557,0.1061,0,3285.04,2720.9795,FALSE,,
Well-A,3275.0156,0.2426,0.5495,780.1280842,0.0436,0,3285.22,2721.1319,FALSE,,
Well-A,3275.168,0.2574,0.5087,1920.970328,0.0282,0,3285.41,2721.2843,FALSE,,
Well-A,3275.3204,0.2622,0.4795,2573.039893,0.0264,0,3285.59,2721.4367,FALSE,,
Well-A,3275.4728,0.2584,0.4602,2041.566566,0.0346,0,3285.77,2721.5891,FALSE,,
Well-A,3275.6252,0.2503,0.453,1246.74074,0.0419,0,3285.96,2721.7415,FALSE,,
Well-A,3275.7776,0.2432,0.455,809.1548571,0.0429,0,3286.14,2721.8939,FALSE,,
Well-A,3275.93,0.24,0.4613,665.9082623,0.0432,0,3286.33,2722.0463,FALSE,,
Well-A,3276.0824,0.2408,0.468,699.1473469,0.0451,0,3286.51,2722.1987,FALSE,,
Well-A,3276.2348,0.2406,0.4864,690.6851781,0.0555,0,3286.69,2722.3511,FALSE,,
Well-A,3276.3872,0.2342,0.5358,467.7843114,0.0839,0,3286.88,2722.5035,FALSE,,
Well-A,3276.5396,0.2245,0.6205,259.1490598,0.122,0,3287.06,2722.6559,FALSE,,
Well-A,3276.692,0.219,0.7076,185.4017175,0.143,0,3287.25,2722.8083,FALSE,,
Well-A,3276.8444,0.2206,0.7601,204.3724607,0.1385,0,3287.43,2722.9607,FALSE,,
Well-A,3276.9968,0.2256,0.7739,277.1001842,0.131,0,3287.61,2723.1131,FALSE,,
Well-A,3277.1492,0.2295,0.755,351.3695142,0.1468,0,3287.8,2723.2655,FALSE,,
Well-A,3277.3016,0.2302,0.723,366.6689204,0.1787,0,3287.98,2723.4179,FALSE,,
Well-A,3277.454,0.2247,0.6969,262.3241143,0.2132,0,3288.17,2723.5703,FALSE,,
Well-A,3277.6064,0.2103,0.6993,109.1592709,0.2677,0,3288.35,2723.7227,FALSE,,
Well-A,3277.7588,0.1825,0.7534,20.08853826,0.37,0,3288.53,2723.8751,FALSE,,
Well-A,3277.9112,0.1346,0.8758,1.087261464,0.5341,0,3288.72,2724.0275,FALSE,,
Well-A,3278.0636,0.0066,1,0.000448378,0.8908,0,3288.9,2724.1799,FALSE,,
Well-A,3278.216,0.0001,1,0.000301832,1,0,3289.09,2724.3323,FALSE,,
Well-A,3278.3684,0.0001,1,0.000301832,1,0,3289.27,2724.4847,FALSE,,
Well-A,3278.5208,0.0001,1,0.000301832,1,0,3289.45,2724.6371,FALSE,,
Well-A,3278.6732,0.0001,1,0.000301832,1,0,3289.64,2724.7895,FALSE,,
Well-A,3278.8256,0.0001,1,0.000301832,1,0,3289.82,2724.9419,FALSE,,
Well-A,3278.978,0.0001,1,0.000301832,1,0,3290.01,2725.0943,FALSE,,
Well-A,3279.1304,0.0001,1,0.000301832,1,0,3290.19,2725.2467,FALSE,,
Well-A,3279.2828,0.0001,1,0.000301832,0.9969,0,3290.37,2725.3991,FALSE,,
Well-A,3279.4352,0.009,1,0.000518928,0.8005,0,3290.56,2725.5515,FALSE,,
Well-A,3279.5876,0.114,0.9285,0.310177649,0.5411,0,3290.74,2725.7039,FALSE,,
Well-A,3279.74,0.1367,0.8294,1.235560628,0.4175,0,3290.93,2725.8563,FALSE,,
Well-A,3279.8924,0.1253,0.9881,0.617184678,0.4469,0,3291.11,2726.0087,FALSE,,
Well-A,3280.0448,0.0625,1,0.013483473,0.6486,0,3291.29,2726.1611,FALSE,,
Well-A,3280.1972,0.0003,1,0.00030553,0.9932,0,3291.48,2726.3135,FALSE,,
Well-A,3280.3496,0.0001,1,0.000301832,1,0,3291.66,2726.4659,FALSE,,
Well-A,3280.502,0.0001,1,0.000301832,1,0,3291.85,2726.6183,FALSE,,
Well-A,3280.6544,0.0009,1,0.000316898,0.9005,0,3292.03,2726.7707,FALSE,,
Well-A,3280.8068,0.0674,0.9786,0.018170711,0.6108,0,3292.21,2726.9231,FALSE,,
Well-A,3280.9592,0.2027,0.6198,68.72182379,0.3232,0,3292.4,2727.0755,FALSE,,
Well-A,3281.1116,0.2217,0.4706,218.5292377,0.1224,0,3292.58,2727.2279,FALSE,,
Well-A,3281.264,0.2368,0.4015,548.0209503,0.0416,0,3292.77,2727.3803,FALSE,,
Well-A,3281.4164,0.2454,0.3764,925.1368909,0.0282,0,3292.95,2727.5327,FALSE,,
Well-A,3281.5688,0.246,0.3784,959.5591082,0.0424,0,3293.13,2727.6851,FALSE,,
Well-A,3281.7212,0.2477,0.3711,1064.2034,0.0498,0,3293.32,2727.8375,FALSE,,
Well-A,3281.8736,0.2501,0.3504,1231.650744,0.0607,0,3293.5,2727.9899,FALSE,,
Well-A,3282.026,0.2369,0.3558,551.3678643,0.1167,0,3293.69,2728.1423,FALSE,,
Well-A,3282.1784,0.192,0.4558,35.8224903,0.2755,0,3293.87,2728.2947,FALSE,,
Well-A,3282.3308,0.0927,0.8168,0.084796316,0.6403,0,3294.05,2728.4471,FALSE,,
Well-A,3282.4832,0.0001,1,0.000301832,0.9804,0,3294.24,2728.5995,FALSE,,
Well-A,3282.6356,0.0001,1,0.000301832,1,0,3294.42,2728.7519,FALSE,,
Well-A,3282.788,0.0001,1,0.000301832,1,0,3294.61,2728.9043,FALSE,,
Well-A,3282.9404,0.0079,1,0.000485311,0.8772,0,3294.79,2729.0567,FALSE,,
Well-A,3283.0928,0.164,0.6586,6.51260752,0.3958,0,3294.97,2729.2091,FALSE,,
Well-A,3283.2452,0.2359,0.4582,518.7983213,0.1479,0,3295.16,2729.3615,FALSE,,
Well-A,3283.3976,0.2663,0.4089,3302.648551,0.0681,0,3295.34,2729.5139,FALSE,,
Well-A,3283.55,0.2606,0.4133,2334.199108,0.1132,0,3295.53,2729.6663,FALSE,,
Well-A,3283.7024,0.2325,0.4546,421.7865653,0.2362,0,3295.71,2729.8187,FALSE,,
Well-A,3283.8548,0.1946,0.556,41.96693795,0.3714,0,3295.89,2729.9711,FALSE,,
Well-A,3284.0072,0.1766,0.6278,14.02604722,0.3738,0,3296.08,2730.1235,FALSE,,
Well-A,3284.1596,0.1979,0.5592,51.30607759,0.2384,0,3296.26,2730.2759,FALSE,,
Well-A,3284.312,0.2234,0.497,242.3608465,0.1244,0,3296.45,2730.4283,FALSE,,
Well-A,3284.4644,0.2332,0.4829,440.1520858,0.0737,0,3296.63,2730.5807,FALSE,,
Well-A,3284.6168,0.2348,0.4803,485.1894905,0.0529,0,3296.81,2730.7331,FALSE,,
Well-A,3284.7692,0.2392,0.461,634.2494407,0.0314,0,3297,2730.8855,FALSE,,
Well-A,3284.9216,0.2452,0.4329,913.9394452,0.0073,0,3297.18,2731.0379,FALSE,,
Well-A,3285.074,0.2465,0.4167,989.2206557,0,0,3297.37,2731.1903,TRUE,700,BEST
Well-A,3285.2264,0.2473,0.4129,1038.598011,0,0,3297.55,2731.3427,TRUE,700,BEST
Well-A,3285.3788,0.2511,0.422,1308.972316,0,0,3297.73,2731.4951,TRUE,700,BEST
Well-A,3285.5312,0.2543,0.4488,1590.551383,0,0,3297.92,2731.6475,TRUE,700,BEST
Well-A,3285.6836,0.2541,0.4886,1571.300056,0.0058,0,3298.1,2731.7999,FALSE,,
Well-A,3285.836,0.2496,0.5277,1194.719987,0.0339,0,3298.29,2731.9523,FALSE,,
Well-A,3285.9884,0.245,0.5477,902.8775283,0.0572,0,3298.47,2732.1047,FALSE,,
Well-A,3286.1408,0.2343,0.5748,470.6411983,0.1014,0,3298.65,2732.2569,FALSE,,
Well-A,3286.2932,0.2132,0.6465,130.2401842,0.2115,0,3298.84,2732.4093,FALSE,,
Well-A,3286.4456,0.1925,0.7451,36.92982229,0.3632,0,3299.02,2732.5617,FALSE,,
Well-A,3286.598,0.1865,0.7788,25.62830531,0.3904,0,3299.21,2732.7141,FALSE,,
Well-A,3286.7504,0.191,0.7409,33.70643999,0.2824,0,3299.39,2732.8665,FALSE,,
Well-A,3286.9028,0.1884,0.7439,28.77142528,0.1994,0,3299.57,2733.0189,FALSE,,
Well-A,3287.0552,0.1778,0.8267,15.08921902,0.1597,0,3299.76,2733.1713,FALSE,,
Well-A,3287.2076,0.1741,0.9079,12.04558999,0.1358,0,3299.94,2733.3237,FALSE,,
Well-A,3287.36,0.1882,0.8963,28.42318873,0.1384,0,3300.13,2733.4761,FALSE,,
Well-A,3287.5124,0.2086,0.833,98.42551967,0.1693,0,3300.31,2733.6285,FALSE,,
Well-A,3287.6648,0.2153,0.7723,148.00455,0.2333,0,3300.49,2733.7809,FALSE,,
Well-A,3287.8172,0.2004,0.7448,59.74148778,0.3486,0,3300.68,2733.9333,FALSE,,
Well-A,3287.9696,0.0618,0.9272,0.01292087,0.6538,0,3300.86,2734.0857,FALSE,,
Well-A,3288.122,0.0001,1,0.000301832,1,0,3301.05,2734.2381,FALSE,,
Well-A,3288.2744,0.0001,1,0.000301832,1,0,3301.23,2734.3905,FALSE,,
Well-A,3288.4268,0.0001,1,0.000301832,1,0,3301.41,2734.5429,FALSE,,
Well-A,3288.5792,0.0001,1,0.000301832,1,0,3301.6,2734.6953,FALSE,,
Well-A,3288.7316,0.1266,0.8682,0.668022193,0.493,0,3301.78,2734.8477,FALSE,,
Well-A,3288.884,0.2175,0.5226,169.2191155,0.2023,0,3301.97,2735.0001,FALSE,,
Well-A,3289.0364,0.2306,0.4796,375.7087029,0.1661,0,3302.15,2735.1525,FALSE,,
Well-A,3289.1888,0.2112,0.494,115.3079432,0.2712,0,3302.33,2735.3049,FALSE,,
Well-A,3289.3412,0.1215,0.7512,0.48970232,0.5249,0,3302.52,2735.4573,FALSE,,
Well-A,3289.4936,0.0034,1,0.000369001,0.8267,0,3302.7,2735.6097,FALSE,,
Well-A,3289.646,0.0031,1,0.000362322,0.821,0,3302.89,2735.7621,FALSE,,
Well-A,3289.7984,0.103,1,0.158759138,0.5767,0,3303.07,2735.9145,FALSE,,
Well-A,3289.9508,0.193,0.5864,38.07138373,0.3421,0,3303.25,2736.0669,FALSE,,
Well-A,3290.1032,0.2159,0.4871,153.5114592,0.181,0,3303.44,2736.2193,FALSE,,
Well-A,3290.2556,0.2281,0.44,322.6591867,0.1122,0,3303.62,2736.3717,FALSE,,
Well-A,3290.408,0.2369,0.4169,551.3678643,0.0878,0,3303.81,2736.5241,FALSE,,
Well-A,3290.5604,0.2444,0.4122,870.4886466,0.0557,0,3303.99,2736.6765,FALSE,,
Well-A,3290.7128,0.2505,0.4168,1262.015616,0.0108,0,3304.17,2736.8289,FALSE,,
Well-A,3290.8652,0.2503,0.4348,1246.74074,0,0,3304.36,2736.9813,FALSE,,
Well-A,3291.0176,0.2509,0.4415,1293.129097,0.0004,0,3304.54,2737.1337,FALSE,,
Well-A,3291.17,0.2423,0.4535,766.0075428,0.0203,0,3304.73,2737.2861,FALSE,,
Well-A,3291.3224,0.2186,0.5008,180.9408381,0.0964,0,3304.91,2737.4385,FALSE,,
Well-A,3291.4748,0.182,0.6218,19.48618819,0.258,0,3305.09,2737.5909,FALSE,,
Well-A,3291.6272,0.1342,0.8376,1.061101285,0.4837,0,3305.28,2737.7433,FALSE,,
Well-A,3291.7796,0.0322,1,0.002130994,0.6771,0,3305.46,2737.8957,FALSE,,
Well-A,3291.932,0.0087,1,0.000509535,0.7405,0,3305.65,2738.0481,FALSE,,
Well-A,3292.0844,0.0321,1,0.002118059,0.6689,0,3305.83,2738.2005,FALSE,,
Well-A,3292.2368,0.1103,1,0.247612072,0.5477,0,3306.01,2738.3529,FALSE,,
Well-A,3292.3892,0.1202,0.9558,0.452435221,0.4738,0,3306.2,2738.5053,FALSE,,
Well-A,3292.5416,0.1131,0.9502,0.293637759,0.4718,0,3306.38,2738.6577,FALSE,,
Well-A,3292.694,0.0986,0.9984,0.121447904,0.5228,0,3306.57,2738.8101,FALSE,,
Well-A,3292.8464,0.0585,1,0.01056891,0.628,0,3306.75,2738.9625,FALSE,,
Well-A,3292.9988,0.0014,1,0.000326694,0.8327,0,3306.93,2739.1149,FALSE,,
Well-A,3293.1512,0.0001,1,0.000301832,1,0,3307.12,2739.2673,FALSE,,
Well-A,3293.3036,0.0001,1,0.000301832,1,0,3307.3,2739.4197,FALSE,,
Well-A,3293.456,0.0001,1,0.000301832,1,0,3307.49,2739.5721,FALSE,,
Well-A,3293.6084,0.0001,1,0.000301832,1,0,3307.67,2739.7245,FALSE,,
Well-A,3293.7608,0.0001,1,0.000301832,1,0,3307.85,2739.8769,FALSE,,
Well-A,3293.9132,0.0223,0.9666,0.001166266,0.7541,0,3308.04,2740.0293,FALSE,,
Well-A,3294.0656,0.1721,0.6404,10.66454424,0.4037,0,3308.22,2740.1817,FALSE,,
Well-A,3294.218,0.2129,0.501,127.8827996,0.273,0,3308.4,2740.3341,FALSE,,
Well-A,3294.3704,0.2158,0.4925,152.5796137,0.3601,0,3308.59,2740.4865,FALSE,,
Well-A,3294.5228,0.1183,0.8727,0.403009162,0.5677,0,3308.77,2740.6389,FALSE,,
Well-A,3294.6752,0.0142,1,0.000712214,0.719,0,3308.96,2740.7913,FALSE,,
Well-A,3294.8276,0.0206,1,0.001051586,0.6955,0,3309.14,2740.9437,FALSE,,
Well-A,3294.98,0.0193,1,0.000971559,0.6988,0,3309.32,2741.0961,FALSE,,
Well-A,3295.1324,0.0001,1,0.000301832,0.9362,0,3309.51,2741.2485,FALSE,,
Well-A,3295.2848,0.0001,1,0.000301832,1,0,3309.69,2741.4009,FALSE,,
Well-A,3295.4372,0.0001,1,0.000301832,1,0,3309.88,2741.5533,FALSE,,
Well-A,3295.5896,0.0067,1,0.000451116,0.7742,0,3310.06,2741.7057,FALSE,,
Well-A,3295.742,0.0938,0.9585,0.090670114,0.5846,0,3310.24,2741.8581,FALSE,,
Well-A,3295.8944,0.0706,0.9946,0.022079496,0.6092,0,3310.43,2742.0105,FALSE,,
Well-A,3296.0468,0.0502,1,0.006376087,0.6338,0,3310.61,2742.1629,FALSE,,
Well-A,3296.1992,0.0616,1,0.012764481,0.5068,0,3310.8,2742.3153,FALSE,,
Well-A,3296.3516,0.082,1,0.044201609,0.3391,0,3310.98,2742.4677,FALSE,,
Well-A,3296.504,0.095,1,0.097542892,0.2756,0,3311.16,2742.6201,FALSE,,
Well-A,3296.6564,0.0983,1,0.119249662,0.3466,0,3311.35,2742.7725,FALSE,,
Well-A,3296.8088,0.1122,0.7968,0.277979841,0.428,0,3311.53,2742.9249,FALSE,,
Well-A,3296.9612,0.1489,0.5432,2.596972171,0.3633,0,3311.72,2743.0773,FALSE,,
Well-A,3297.1136,0.1918,0.3775,35.3889108,0.2285,0,3311.9,2743.2297,FALSE,,
Well-A,3297.266,0.2241,0.3036,252.9137741,0.1415,0,3312.08,2743.3821,FALSE,,
Well-A,3297.4184,0.2284,0.2955,328.6070686,0.1647,0,3312.27,2743.5345,FALSE,,
Well-A,3297.5708,0.1931,0.3756,38.30389609,0.3875,0,3312.45,2743.6869,FALSE,,
Well-A,3297.7232,0.0017,1,0.000332716,0.8494,0,3312.64,2743.8393,FALSE,,
Well-A,3297.8756,0.0001,1,0.000301832,1,0,3312.82,2743.9917,FALSE,,
Well-A,3298.028,0.0001,1,0.000301832,1,0,3313,2744.1441,FALSE,,
Well-A,3298.1804,0.0001,1,0.000301832,1,0,3313.19,2744.2965,FALSE,,
Well-A,3298.3328,0.017,1,0.000844599,0.8444,0,3313.37,2744.4489,FALSE,,
Well-A,3298.4852,0.1221,0.6968,0.507923017,0.4807,0,3313.56,2744.6013,FALSE,,
Well-A,3298.6376,0.163,0.4532,6.12790492,0.3861,0,3313.74,2744.7537,FALSE,,
Well-A,3298.79,0.1808,0.349,18.11321019,0.4153,0,3313.92,2744.9061,FALSE,,
Well-A,3298.9424,0.1891,0.3057,30.0241968,0.3582,0,3314.11,2745.0585,FALSE,,
